STOK KODU;BUFFER;DEPO;PASİF
40071-200;Kalacak;;
40070-200;Kalacak;;
40069-200;Kalacak;;
40134-200;;;
40504-200;;2;
40041-200;Kalacak;;
40043-200;Kalacak;;
40044-200;Kalacak;;
40025-200;Kalacak;;
40023-200;Kalacak;;
40033-200;;;
40045-200;;;
40054-200;;;5
40053-200;;;
40118-200;Kalacak;;
40321-200;;;5
40328-200;Kalacak;;
40326-200;;;5
40128-200;;;5
40013-200;;;
40011-200;;;
40330-200;;;5
40519-200;Kalacak;;
40520-200;Kalacak;;
40331-200;Kalacak;;
40332-200;Kalacak;;
40098-200;Kalacak;;
40088-100;Kalacak;;
40088-200;Kalacak;;
40525-200;Kalacak;;
40526-200;Kalacak;;
40092-200;Kalacak;;
40089-200;Kalacak;;
40086-200;Kalacak;;
40090-200;Kalacak;;
40091-200;Kalacak;;
40096-200;;2;
40085-200;;2;
40515-200;Kalacak;;
40521-200;Kalacak;;
40523-200;Kalacak;;
40093-200;;2;
40094-200;;2;
40140-200;Kalacak;;
40513-200;Kalacak;;
40514-200;Kalacak;;
40099-200;Kalacak;;
40516-200;;2;
40517-200;;2;
40518-200;Kalacak;;
40019-200;;2;
40001-200;;;
40004-200;;2;
40006-200;;;5
40135-200;;2;
40112-200;Kalacak;;
40113-200;Kalacak;;
40114-200;Kalacak;;
40009-200;;;
40010-200;;;
40012-200;;;
40501-200;;2;
78964-200;;;5
40312-200;;;
40035-200;Kalacak;;
40036-200;Kalacak;;
40038-200;Kalacak;;
40039-200;Kalacak;;
40047-200;Kalacak;;
40046-200;Kalacak;;
40049-200;;2;
40026-200;;;5
40024-200;Kalacak;;
40030-200;Kalacak;;
40031-200;;2;
40020-200;Kalacak;;
40021-200;Kalacak;;
40018-200;;2;
40060-200;;;
40126-200;Kalacak;;
40027-200;Kalacak;;
40510-200;Kalacak;;
40509-200;Kalacak;;
40500-200;;2;
40310-200;;;
40309-200;;;5
40311-200;;2;
40222-200;;;
40110-200;;;
40003-200;Kalacak;;
40101-200;;;
40103-200;;;
40109-200;;;
40313-200;;;5
40063-200;;;
40066-200;;;
40307-200;;;5
45000-100;;2;
45001-100;;2;
45002-100;;2;
45003-100;;2;
45004-100;Kalacak;;
45005-100;Kalacak;;
45006-100;Kalacak;;
45007-100;;2;
45008-100;Kalacak;;
45009-100;Kalacak;;
45010-200;Kalacak;;
45011-100;Kalacak;;
45012-100;Kalacak;;
45013-100;Kalacak;;
45014-200;Kalacak;;
45015-200;;2;
45016-100;Kalacak;;
45017-100;Kalacak;;
45018-100;Kalacak;;
45019-100;Kalacak;;
45020-100;Kalacak;;
45021-100;Kalacak;;
45022-200;Kalacak;;
45023-200;Kalacak;;
45024-200;Kalacak;;
45025-100;;2;
45026-100;;2;
45027-100;Kalacak;;
45028-100;Kalacak;;
45029-100;Kalacak;;
45030-100;Kalacak;;
45031-100;Kalacak;;
45033-100;Kalacak;;
45034-100;Kalacak;;
45035-100;Kalacak;;
45036-100;Kalacak;;
45037-100;Kalacak;;
45038-100;Kalacak;;
45039-100;Kalacak;;
45040-100;Kalacak;;
45041-100;Kalacak;;
45042-100;Kalacak;;
45043-100;Kalacak;;
37311-100;Kalacak;;
37313-100;Kalacak;;
37314-100;Kalacak;;
00023-200;Kalacak;;
00103-200;;;5
00122-200;Kalacak;;
00123-200;Kalacak;;
79453-100;;;5
79474-100;;;5
79452-100;Kalacak;;
79473-100;;2;
